gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IDH2,8.923604181469951,0.6208941988501124,0.12908326278276602,4.81002870135855,1.5090862516337624e-6,0.0013295049876893446
NQO1,3.2150618366321018,1.8433230566977394,0.41335247821887205,4.459446002696255,8.217177130027716e-6,0.003619666525777209
GSTA1,2.2014019592558443,2.6382321071845656,0.6086894768133363,4.334282434118077,1.4623633142436802e-5,0.004294473599495608
NME1,10.846096190957606,0.7542572606860611,0.17755571567344655,4.248003269425927,2.156842480233387e-5,0.004750445562714035
FBP1,30.829767983956025,-0.3707275360160857,0.08954019434701092,-4.1403476809458315,3.4677981441830184e-5,0.006110260330050478
FGGY,59.74331881307287,-0.5625835737217426,0.14054748654205748,-4.00280067301947,6.25970385307766e-5,0.007878284420802026
FUT8,3.166872577347694,0.8587850897893281,0.21304495735209847,4.031004068169601,5.5539082258304624e-5,0.007878284420802026
CP,4.3077781660460035,1.7209247234366436,0.4589172387395995,3.7499674846887525,1.7685750131629963e-4,0.011129389904261428
CAT,43.29093292123346,-0.5212862443674281,0.13476618844375343,-3.868078858555789,1.0969619254066492e-4,0.011129389904261428
ADK,14.886211301715235,0.46124296682820387,0.12066037233028465,3.8226549273827835,1.320224760817387e-4,0.011129389904261428
GAPDH,122.08079175041658,0.4632634920781702,0.12160873614751543,3.809458980942095,1.3927120898173603e-4,0.011129389904261428
PLA2G4F,7.032853789008239,-0.7691357567236149,0.2032304365562294,-3.7845500396335168,1.539869238281473e-4,0.011129389904261428
ALG1,1.7457823574497753,0.8840802865458791,0.23470447899255045,3.766780635549524,1.6536617983025238e-4,0.011129389904261428
ST6GALNAC1,2.0341767749900916,1.5473240338606529,0.41071537266785607,3.767387677285622,1.649647229404446e-4,0.011129389904261428
CBR1,10.721864427553362,0.5417906643464065,0.14741750651903304,3.6752125113203977,2.3765151576938347e-4,0.013958065692855123
HIBADH,2.8896863931034424,0.8675994264278446,0.24044243911573415,3.608345638226685,3.08155774466688e-4,0.016424595576462423
PIP5K1B,6.826623605520993,-0.611455644113419,0.16979920956159916,-3.60105118093378,3.169331723040422e-4,0.016424595576462423
PYCR1,1.920625493112849,1.0501923858819076,0.2931925560146172,3.5819203603162078,3.4107777890150743e-4,0.016693862400679337
RPN2,25.00219852358062,0.3534667262079849,0.10259129350315441,3.4453871682309645,5.70241979161205e-4,0.026441220191632718
PLPP1,3.0585553130000465,0.8120533913621988,0.2376769361452435,3.416626806674906,6.340212840328745e-4,0.027512478003922165
TALDO1,23.690871190806405,0.2864585926725452,0.08406907166214099,3.4074194826817235,6.558025403886101e-4,0.027512478003922165
GMPPA,2.786688139453186,0.7076802188153208,0.21071167416945621,3.3585240191589865,7.835991099097461e-4,0.03075280841383248
ACSM3,4.146462375043733,0.6317304789665982,0.1884744933514135,3.351808872029847,8.02854249169293e-4,0.03075280841383248
GCAT,3.3773107153740307,0.6868277176523819,0.2061074154989575,3.3323775177601793,8.610736361695594e-4,0.031608578061057574
NDUFS6,32.2965048644909,0.3975181715666664,0.1207013710917727,3.293402286743056,9.898273989211814e-4,0.0335399207095985
PTGES2,4.2013406121184795,0.5406150068433287,0.1636635061608757,3.3032104683858017,9.558461815279457e-4,0.0335399207095985
DDOST,12.94617072420644,0.372407200755871,0.1140329584263042,3.2657856631558473,0.001091608403368565,0.03561877790250762
ME1,2.091129506554141,0.7914343234660791,0.24398824005337272,3.2437396297991734,0.0011797153115613943,0.0371188996244853
SAT2,31.53218723874298,-0.344679633694098,0.10762097319340183,-3.2027180526855714,0.0013613719361679128,0.041357540543583836
GGCT,15.625536894936621,0.5386512470671264,0.16978706710715985,3.1725104641047874,0.0015112711303434294,0.042949350510727784
ACAD8,3.586638888687416,0.7264043071983063,0.22863110994649105,3.1771892607629573,0.001487099555822259,0.042949350510727784
HPGD,8.0023117879879,1.8821850150017772,0.6015750961280004,3.1287615247312273,0.0017554471642812891,0.048329654741619245
ACADL,9.071208981840075,-0.5081129316719079,0.1657794271529713,-3.0649938921736757,0.0021767444242700184,0.05811247993278443
AK1,119.00355956487958,-0.4290335456941529,0.1410117998963312,-3.0425364828302954,0.002345933783089213,0.06078728420298813
GALNT1,4.5419164472562255,0.5614704626477893,0.1855473953589143,3.02602179654264,0.0024779443933072467,0.06237340030010527
BLVRA,12.240210917665777,0.35284926857881205,0.11708897110057877,3.0135141274383264,0.0025824101740394177,0.0631973156480202
DGAT1,2.9689574046201637,0.6104066717240115,0.20544070733028033,2.9712060460475374,0.002966326917771207,0.06826221718878481
KDSR,6.434544691523338,-0.4272824348754036,0.14408400440107721,-2.9655091601008357,0.0030218234623866145,0.06826221718878481
GPI,4.687429604594639,0.5622119477083067,0.18949247808857328,2.9669354339517136,0.0030078411577657504,0.06826221718878481
GGCX,7.166184351619852,0.3675716794224195,0.1256892216549307,2.9244486884607888,0.003450669640308448,0.0729175773661235
